MQ135,MQ2,MQ4,MQ7,Temperature,Humidity,class
6.26,3.61,10.02,6.47,33.4,61.8,2
6.41,3.63,9.83,7.07,33.4,60.3,2
6.28,3.45,9.3,5.88,33.4,59.4,2
6.18,3.45,8.73,6.41,33.5,59.9,2
6.15,3.49,9.05,6.52,33.5,59.3,2
6.21,3.52,9.41,7.01,33.5,60.8,2
6.15,3.49,9.67,6.9,33.5,60.5,2
6.23,3.49,9.34,6.96,33.5,59.9,2
6.26,3.45,8.91,6.87,33.4,57.8,2
6.41,3.5,9.3,6.9,33.5,53.7,2
6.39,3.47,9.05,6.79,33.5,53.5,2
6.49,3.5,9.83,6.82,33.5,52.5,2
6.49,3.47,9.98,6.71,33.5,50.5,2
6.6,3.45,9.94,6.68,33.5,50.4,2
6.49,3.36,8.67,6.44,33.5,53.7,2
6.49,3.52,8.94,7.04,33.5,54.8,2
6.36,3.43,9.15,6.96,33.5,56.8,2
6.26,3.38,8.8,6.63,33.5,57.7,2
6.23,3.38,8.87,6.9,33.5,57.4,2
6.23,3.4,9.3,6.99,33.5,57.6,2
6.21,3.4,7.77,7.1,33.5,57.1,2
6.36,3.41,9.37,6.93,33.5,57.2,2
6.31,2.5,9.12,6.85,33.5,56.9,2
6.28,3.4,9.12,6.96,33.5,57.4,2
6.28,3.22,9.3,6.85,33.5,57.6,2
6.15,3.41,10.1,6.99,33.4,57.4,2
6.1,3.38,8.7,6.99,33.4,58.9,2
6.08,3.4,8.87,6.87,33.4,58.9,2
6.08,3.33,8.67,6.99,33.4,59.3,2
6.08,3.57,9.41,6.99,33.4,59.6,2
6.13,3.45,9.41,6.68,33.4,57.5,2
6.18,3.45,9.41,6.82,33.4,57.2,2
6.08,3.38,9.15,6.99,33.4,59.3,2
6.21,3.43,9.08,6.87,33.4,59.2,2
6.21,3.4,9.45,6.85,33.3,59.4,2
6.08,3.59,9.37,6.9,33.3,60.2,2
6.13,3.43,10.1,6.82,33.3,59.7,2
6.21,3.45,9.67,6.9,33.3,60.8,2
6.23,3.38,8.8,6.41,33.3,59.5,2
6.21,3.41,9.01,6.85,33.3,57.9,2
6.18,3.43,9.01,6.85,33.3,59.9,2
6.1,3.28,8.87,6.68,33.2,58.7,2
6.05,3.36,9.01,6.65,33.2,60.1,2
6.08,3.33,9.23,6.9,33.2,59.1,2
6.08,3.29,7.95,6.9,33.2,59.2,2
5.98,3.31,8.24,6.93,33.2,59.6,2
6,3.29,8.27,6.87,33.2,60.4,2
5.93,3.31,8.63,6.87,33.2,61.6,2
5.8,3.31,9.01,6.9,33.2,62.3,2
6.03,3.33,9.37,6.82,33.2,62.1,2
6.03,3.31,10.06,6.99,33.2,61.8,2
6.05,3.33,8.77,6.82,33.2,61.7,2
6.08,3.31,8.5,6.63,33.2,59.6,2
5.98,3.35,9.01,6.9,33.2,62,2
6.03,3.35,9.45,6.93,33.2,61.5,2
5.98,3.28,8.4,6.85,33.1,61.5,2
6.05,3.35,8.7,6.9,33.1,62.5,2
5.88,3.28,8.67,6.9,33.1,62.1,2
5.9,3.26,7.98,6.87,33.1,62.5,2
5.93,3.28,8.4,6.82,33.1,63.3,2
5.83,3.24,8.3,6.79,33.1,63.1,2
5.85,3.26,8.63,6.63,33.1,62.2,2
5.88,3.26,8.46,6.9,33.1,61.8,2
5.95,3.29,9.08,6.99,33.1,63.1,2
6.05,3.22,9.19,6.74,33.1,59.2,2
6,3.24,8.4,6.63,33,60,2
6.03,3.26,8.05,6.82,33.1,60.3,2
6.03,3.26,8.94,6.74,33,61.1,2
6.03,3.29,8.8,6.79,33,61.7,2
6.03,3.26,8.91,6.93,33,62.1,2
5.98,3.24,8.77,6.82,33,62.9,2
6,3.26,9.01,6.76,33,62.4,2
5.98,3.26,8.53,6.79,33.1,63,2
5.93,3.21,7.89,6.65,33,61.2,2
5.95,2.91,8.14,6.79,33,62.8,2
5.93,2.72,8.4,6.87,33,62.7,2
6,2.7,8.2,6.63,33,62.8,2
5.93,2.81,7.77,6.76,33,61.4,2
5.95,2.88,8.24,6.85,33,61.7,2
5.93,3.01,8.37,6.9,33,63.3,2
5.95,3.22,8.43,6.79,33,64,2
5.98,3.35,8.43,6.9,33,64.7,2
5.98,3.31,8.14,6.76,33,65.4,2
5.98,3.31,8.24,6.49,33,65.9,2
5.88,3.28,7.92,6.65,33,66.5,2
6,3.31,7.98,6.93,33,66.5,2
5.98,2.32,7.86,6.93,33,61.2,2
6.05,2.36,8.33,6.87,33,63,2
6.03,3.21,8.87,6.82,33,61.9,2
6.03,3.07,8.33,6.76,33,63.2,2
6.08,3.11,8.56,6.71,33,61.4,2
6.18,3.12,8.77,6.85,33,59.8,2
6.23,3.14,8.84,6.82,33,59.6,2
6.33,3.12,9.52,6.74,33,57.7,2
6.33,3.14,8.91,6.65,33,57.3,2
6.31,3.12,9.01,7.13,33,59.3,2
6.26,3.11,8.56,6.34,33,60.5,2
6.21,3.12,8.56,6.36,33,62.2,2
6.26,3.12,8.3,6.6,33,62.9,2
6.31,3.12,8.46,6.82,33,58.7,2
6.28,3.11,8.87,6.87,33,59.2,2
6.28,3.11,7.71,6.36,33,58.7,2
6.31,3.12,8.87,6.82,33,60,2
6.31,3.11,8.6,6.87,33,58.9,2
6.31,3.14,8.7,6.65,32.9,59.2,2
6.28,3.12,8.91,6.63,33,61.2,2
6.23,3.11,8.4,6.74,33,62.5,2
6.28,3.14,8.7,6.76,33,62.5,2
6.31,3.11,9.52,6.63,33,58.5,2
6.47,3.12,9.34,6.76,32.9,55.7,2
6.49,3.16,9.19,6.63,33,56.8,2
6.41,3.11,9.63,5.69,33,57.1,2
6.44,3.09,9.19,6.57,32.9,58,2
6.39,3.11,9.12,6.26,32.9,56.7,2
6.28,3.11,8.5,5.66,32.9,58.4,2
6.33,3.06,8.37,5.57,32.9,57.1,2
6.23,3.04,8.05,5.54,33,57.4,2
6.15,3.04,8.17,5.47,33,59.3,2
6.15,3.07,7.92,5.57,33,60.4,2
6,3.06,8.27,5.57,32.9,60.9,2
6,3.06,8.17,5.52,32.9,61.9,2
6,3.06,7.92,5.52,32.9,61.5,2
6,3.06,8.08,5.47,32.9,60.3,2
6.03,3.07,8.24,5.38,32.9,59.9,2
6.08,3.06,8.94,5.54,32.9,59.2,2
6,3.04,8.53,5.36,33,60.8,2
6,3.06,8.24,5.43,32.9,61,2
6.05,3.06,8.37,5.36,32.9,62.6,2
5.98,3.04,7.98,5.33,32.9,62.5,2
5.95,3.07,8.27,5.43,32.9,63.7,2
5.93,3.04,8.4,5.4,32.9,62.8,2
6,3.04,8.33,5.4,32.9,60,2
5.93,3.02,8.3,5.38,32.9,61.6,2
6.05,3.07,8.77,5.36,32.9,58.9,2
6.05,3.06,8.73,5.4,32.9,59.1,2
6.03,3.07,8.46,5.45,32.9,61,2
6,3.04,7.21,5.43,32.9,62.6,2
5.98,3.06,8.3,5.33,32.9,61.8,2
6.05,3.07,7.98,5.52,32.9,61.8,2
6,3.04,8.2,5.52,32.9,57.6,2
6.05,3.04,8.63,5.45,32.9,59.6,2
6.03,3.06,8.14,5.47,32.9,61.5,2
6,3.07,8.37,5.45,32.9,62.4,2
5.98,3.09,8.73,5.36,32.9,63.1,2
5.95,3.07,8.6,5.5,32.9,64.2,2
5.88,3.07,8.4,6.31,32.9,64.9,2
5.8,3.02,8.08,5.29,32.9,65.5,2
5.85,3.04,8.27,5.4,32.9,65.1,2
5.85,3.04,8.37,5.38,32.9,62.5,2
5.93,3.06,8.8,5.24,32.9,60.2,2
6.08,3.07,9.23,5.27,32.9,58.1,2
6.08,3.06,8.46,5.43,33,56.2,2
6.05,3.04,8.27,5.4,32.9,58.9,2
6.03,3.06,8.63,5.31,32.9,60,2
6.03,3.06,8.3,5.33,32.9,59.9,2
5.98,3.07,7.59,5.33,32.9,61.3,2
6,3.06,7.89,5.13,32.9,61.1,2
5.93,3.04,8.05,5.22,32.9,61.6,2
6.03,3.07,8.2,5.24,32.9,64,2
6.05,3.09,8.46,5.24,32.9,61.7,2
6.05,3.09,8.6,5.31,32.9,59.5,2
6,3.07,8.24,5.36,32.9,62,2
6,3.06,8.08,5.17,32.9,64.1,2
5.95,3.09,8.27,5.31,32.9,62.9,2
5.78,3.04,8.2,5.22,32.9,64.2,2
5.83,3.06,8.05,5.27,32.9,65.3,2
5.76,3.04,8.53,5.24,32.9,64.8,2
5.76,3.02,8.24,5.24,32.9,65,2
5.76,3.04,7.98,5.17,33,65.7,2
5.85,3.06,8.5,5.31,32.9,61.6,2
5.88,3.06,8.43,5.17,33,62.5,2
5.85,3.02,8.6,5.29,32.9,63.1,2
5.88,3.06,8.37,5.29,32.9,64.3,2
5.9,3.06,8.17,5.09,32.9,63.9,2
5.9,3.06,8.7,5.17,33,65,2
5.78,3.07,8.05,5.15,32.9,65.1,2
5.66,3.04,7.71,5.17,32.9,66.5,2
5.68,3.06,7.8,5.13,32.9,66.7,2
5.68,3.04,7.98,5.2,32.9,67.5,2
5.73,3.02,8.46,5.22,33,66.4,2
5.76,3.04,8.53,5.09,32.9,66.9,2
5.66,3.02,8.5,5.17,32.9,68.1,2
5.68,3.01,7.92,5.15,32.9,68.1,2
5.71,2.99,8.33,5.13,32.9,64.9,2
5.66,2.97,8.43,5.17,32.9,64.8,2
5.73,2.99,8.6,5.17,33,65.7,2
5.76,2.99,8.14,5.11,32.9,62.2,2
5.83,3.01,8.24,5.13,32.9,61.9,2
6.03,3.04,9.15,5.17,32.9,61,2
6.03,3.06,8.8,5.13,32.9,60.4,2
6.05,3.04,8.73,5.02,32.9,60.6,2
5.98,3.02,8.56,4.95,32.9,60.5,2
5.95,3.04,8.87,5.11,32.9,62.2,2
6,3.02,9.26,5.13,32.9,62.6,2
6.03,3.02,9.6,5.11,32.9,60.8,2
6.08,3.02,7.71,5.02,32.9,60.3,2
6.05,3.01,8.56,5.09,32.9,59.5,2
5.93,3.01,8.87,5,32.9,61.9,2
5.93,3.04,8.46,5.06,32.9,63.9,2
5.93,3.06,8.46,5.09,32.9,65,2
5.98,3.07,9.3,5.04,32.9,65.2,2
5.93,3.04,8.77,5.11,32.9,64.8,2
5.95,3.07,8.37,5,32.9,64.8,2
5.88,3.04,8.14,5.13,32.9,66.4,2
5.83,3.06,8.56,5.02,32.9,65.1,2
5.85,3.04,8.67,5.04,32.9,65,2
5.85,3.04,8.8,5.13,32.9,64,2
5.93,3.07,8.94,4.91,32.9,62.9,2
5.93,3.04,8.73,5,32.9,62.2,2
5.9,3.07,9.12,4.89,32.9,63.6,2
6,3.04,9.3,5,32.9,62.8,2
6,3.07,9.23,5.09,32.9,60.4,2
6,3.04,9.19,4.84,32.9,61.9,2
6,3.04,8.84,5.06,32.9,61.4,2
5.95,3.02,8.7,5.11,32.9,63.5,2
5.8,2.99,8.63,5.11,32.9,65,2
5.73,2.99,8.6,5.02,32.9,66.5,2
5.71,2.99,8.37,5.06,32.9,66.5,2
5.71,2.99,8.7,5.04,32.9,65.7,2
5.76,3.04,8.5,5,32.9,65.8,2
5.85,3.04,9.01,5.04,32.9,66.7,2
5.88,3.04,8.56,4.98,32.9,64.9,2
5.76,2.99,8.6,4.91,32.9,63.6,2
5.85,3.01,8.24,5.04,32.9,61.5,2
5.9,3.02,8.73,4.95,32.9,62.5,2
6.21,3.01,9.37,5.04,32.9,63.3,2
5.9,3.02,8.7,5,32.9,62.7,2
6,3.01,8.91,4.98,32.9,61.6,2
5.95,3.01,8.73,5.04,32.9,62,2
5.9,3.01,8.8,4.93,32.9,61.3,2
6.03,3.21,9.05,4.98,32.9,60.3,2
6.05,3.04,8.98,4.95,32.9,61.5,2
6,3.04,8.63,4.8,32.9,61.3,2
6.03,3.02,9.48,4.89,32.9,63,2
5.83,2.96,8.56,4.87,32.9,64.3,2
5.83,2.99,8.46,4.67,32.9,66,2
5.83,2.97,9.23,4.84,32.9,64.3,2
5.93,3.02,8.43,4.78,32.9,61.9,2
5.93,2.86,8.63,4.8,32.9,62.4,2
5.95,2.86,8.7,4.84,32.9,63.3,2
5.93,2.88,8.84,4.53,32.9,62.5,2
5.93,2.88,9.6,4.93,32.9,62.5,2
5.95,2.84,7.95,4.74,32.9,61.9,2
6.05,2.91,8.87,4.84,32.9,60.1,2
6.1,2.92,8.63,5,32.8,60,2
6.1,2.94,9.37,5,32.9,61.3,2
6.13,2.92,9.08,4.95,32.8,61.9,2
6.05,2.91,9.15,4.76,32.8,61.5,2
6.08,2.92,9.34,4.91,32.8,61.2,2
6.1,2.92,9.34,4.82,32.8,59.8,2
6.05,2.89,9.75,4.87,32.8,60.5,2
6.23,2.96,9.26,4.89,32.8,61.4,2
6.18,2.92,8.94,4.87,32.8,61.1,2
6.18,2.96,9.6,4.87,32.8,61.5,2
6.15,2.92,9.12,4.89,32.8,60.7,2
6.23,2.96,9.05,4.89,32.8,60.5,2
6.18,2.96,8.73,4.8,32.8,62,2
6.1,2.96,8.56,4.87,32.8,63.1,2
5.95,2.91,8.77,4.76,32.8,63,2
5.95,2.89,8.33,4.8,32.8,64.8,2
5.85,2.89,8.14,4.87,32.8,64.8,2
5.85,2.88,8.91,4.7,32.8,63.7,2
5.76,2.86,8.33,4.95,32.8,61.5,2
5.85,2.89,8.46,5,32.8,63.3,2
5.83,2.88,8.01,4.87,32.8,64.2,2
5.8,2.88,7.95,4.8,32.8,64.8,2
5.88,2.91,8.08,4.87,32.8,62.9,2
5.8,2.86,8.2,4.74,32.8,62.8,2
5.88,2.8,7.8,4.74,32.8,62.6,2
5.83,2.81,8.3,4.8,32.8,62.4,2
5.9,2.81,8.33,4.78,32.8,62.5,2
5.93,2.83,8.98,4.76,32.8,63.4,2
5.98,2.86,8.6,4.8,32.8,60.9,2
6.05,2.89,8.5,4.84,32.8,60.8,2
6.1,2.92,8.56,4.8,32.8,62.4,2
6,2.88,7.92,4.82,32.8,62.2,2
6,2.92,8.33,4.78,32.8,61.9,2
5.95,2.89,8.24,4.84,32.8,63.5,2
6.03,2.91,8.6,4.78,32.8,62.4,2
6,2.88,7.95,4.76,32.8,62.2,2
6.03,2.89,8.73,4.74,32.8,61.1,2
6.05,2.88,8.73,4.35,32.8,61.4,2
6.05,2.91,8.73,4.67,32.8,62.6,2
6.13,2.94,8.98,4.33,32.7,63,2
6.13,2.94,8.84,4.65,32.8,62.9,2
6.08,2.92,8.91,4.78,32.8,62.3,2
6.08,2.97,8.94,4.65,32.8,63.9,2
6.03,2.91,8.53,4.78,32.8,64.7,2
5.98,2.91,8.91,4.63,32.8,63.8,2
5.98,2.92,8.7,4.74,32.8,64.2,2
6.03,2.94,7.8,4.67,32.8,63.8,2
5.9,3.07,8.7,4.76,32.8,64.2,2
5.95,2.92,9.12,4.65,32.8,65.2,2
5.85,2.92,8.67,4.76,32.8,66.8,2
5.83,2.91,8.43,4.8,32.8,66.8,2
5.76,2.91,7.92,4.76,32.8,67.1,2
5.66,2.88,8.37,4.7,32.8,67.1,2
5.71,2.89,8.8,4.72,32.8,68,2
5.71,2.89,8.63,4.67,32.8,67.8,2
5.66,2.88,8.46,4.65,32.8,67.5,2
5.68,2.86,8.94,4.53,32.8,66.7,2
5.68,2.88,8.6,4.53,32.8,67,2
5.66,2.88,8.6,4.51,32.8,66.9,2
5.71,2.89,8.8,4.61,32.8,67.7,2
5.76,2.92,9.12,4.61,32.8,69,2
5.78,2.91,8.91,4.7,32.8,68.2,2
5.68,2.88,9.01,4.7,32.8,68.1,2
5.71,2.89,8.6,4.57,32.8,68.1,2
5.73,2.89,8.11,4.59,32.8,68.4,2
5.71,2.89,7.71,4.61,32.8,68.4,2
5.66,2.88,8.17,4.59,32.8,67.9,2
5.66,2.91,7.95,4.63,32.8,69,2
5.59,2.89,8.77,4.55,32.8,69.1,2
5.59,2.91,8.63,4.57,32.8,69.1,2
5.61,2.89,8.77,4.59,32.8,68.1,2
5.71,2.92,7.86,4.59,32.8,67.9,2
5.61,2.88,8.6,4.55,32.8,68.5,2
5.56,2.91,8.63,4.57,32.8,69.7,2
5.52,2.88,8.7,4.65,32.8,70.7,2
5.66,2.94,8.91,4.59,32.8,69.7,2
5.68,2.94,8.53,4.65,32.8,69.7,2
5.68,2.92,8.67,4.59,32.8,68.5,2
5.64,2.91,8.5,4.57,32.8,68.8,2
5.59,2.88,7.83,4.59,32.8,68.9,2
5.52,2.88,7.98,4.43,32.8,69.7,2
5.47,2.89,7.38,4.61,32.8,68.2,2
5.47,2.89,8.08,4.61,32.8,69.5,2
5.56,2.94,8.24,4.74,32.8,68.4,2
5.54,2.92,8.3,5.57,32.8,68.7,2
5.61,2.96,9.01,5.57,32.8,68.4,2
5.59,2.92,9.41,5.5,32.8,68.9,2
5.66,2.94,9.26,5.52,32.8,68.5,2
5.61,2.92,9.01,5.52,32.8,69.2,2
5.64,2.92,9.37,5.5,32.8,70.1,2
5.68,2.96,9.37,5.36,32.8,69.7,2
5.71,2.92,8.77,5.38,32.8,67.9,2
5.71,2.94,9.15,5.31,32.8,68.4,2
5.68,2.92,9.41,5.38,32.8,69.5,2
5.68,2.92,9.9,5.38,32.8,70.1,2
5.71,2.94,8.7,5.38,32.8,70.3,2
5.68,2.92,9.56,5.36,32.8,70.7,2
5.59,2.91,9.56,5.24,32.8,70.5,2
5.56,2.91,8.73,5.31,32.8,71.1,2
5.59,2.89,8.46,5.52,32.8,71,2
5.59,2.89,8.91,5.54,32.8,70.1,2
5.56,2.89,9.01,5.66,32.8,71,2
5.54,2.88,8.7,5.47,32.8,70.3,2
5.61,2.89,8.67,5.59,32.8,70.4,2
5.61,2.92,8.91,5.54,32.8,70.4,2
5.59,2.91,9.26,5.45,32.8,71.4,2
5.56,2.91,8.7,5.47,32.8,71.5,2
5.49,2.89,8.77,5.4,32.8,71.7,2
5.54,2.89,8.63,5.43,32.8,71.5,2
5.52,2.91,8.53,5.43,32.8,71.7,2
5.54,2.91,8.6,5.33,32.8,71.2,2
5.61,2.92,9.08,5.61,32.8,70.4,2
5.59,2.91,8.98,5.45,32.8,68.8,2
5.71,2.94,8.91,5.47,32.8,69.5,2
5.68,2.94,9.34,5.38,32.8,70.3,2
5.73,2.96,9.12,5.47,32.8,70.1,2
5.71,2.94,9.15,5.04,32.8,70.1,3
5.59,2.91,8.01,5.47,32.8,71,3
5.4,2.89,7.53,5.5,32.8,71,3
5.35,2.89,7.65,5.5,32.8,72.2,3
5.28,2.86,7.92,5.52,32.8,72.2,3
5.33,2.81,8.01,5.61,32.8,71.5,3
5.31,2.78,8.56,5.47,32.8,71.5,3
5.42,3.09,8.37,4.45,32.8,72.3,3
5.38,3.07,8.63,4.51,32.7,71.9,3
5.47,3.11,8.84,4.55,32.8,71.7,3
5.49,3.07,8.91,4.55,32.7,70.9,3
5.54,3.04,8.67,4.47,32.8,70.3,3
5.54,3.06,8.87,4.53,32.7,70,3
5.54,3.06,8.63,4.55,32.8,70.8,3
5.47,3.06,8.46,4.55,32.8,71.5,3
5.42,3.06,8.63,4.47,32.7,71.7,3
5.54,3.07,8.87,4.59,32.7,70.9,3
5.59,3.09,9.01,4.55,32.7,70.1,3
5.26,3.28,8.98,4.59,32.7,70.4,3
5.59,3.07,8.94,4.53,32.7,70.7,3
5.56,3.09,9.05,4.67,32.7,71.3,3
5.59,3.07,8.2,5.29,32.7,70.3,3
5.54,3.06,8.6,4.45,32.7,69.6,3
5.49,3.04,8.33,4.29,32.7,70.7,3
5.52,3.06,8.77,4.49,32.7,70.5,3
5.54,3.07,8.91,4.47,32.7,70.7,3
5.66,3.09,9.08,4.61,32.7,71.6,3
5.66,3.11,9.83,4.55,32.7,69.7,3
5.71,3.11,9.01,4.57,32.7,68.2,3
5.64,3.07,8.94,4.55,32.7,69,3
5.66,3.04,9.01,4.65,32.7,68.9,3
5.61,3.04,8.43,4.49,32.7,68.3,3
5.59,3.06,8.8,4.45,32.7,69,3
5.66,3.07,8.6,4.47,32.7,68.8,3
5.71,3.09,9.26,4.57,32.7,68.3,3
5.68,3.09,8.8,4.53,32.7,67.9,3
5.71,3.11,8.7,4.55,32.7,68.9,3
5.66,3.09,8.6,4.55,32.7,69,3
5.64,3.07,8.8,4.55,32.6,68.2,3
5.71,3.07,8.84,4.55,32.6,67.1,3
5.78,3.11,8.7,4.59,32.6,65.1,3
5.8,3.11,8.5,4.49,32.6,65.4,3
5.73,3.09,8.17,4.45,32.6,65.8,3
5.71,3.11,8.6,4.53,32.6,66.6,3
5.73,3.11,7.89,4.55,32.6,66.9,3
5.78,3.12,8.67,5.27,32.6,66.7,3
5.8,3.14,8.98,5.17,32.6,64.8,3
5.88,3.14,9.15,5.2,32.6,64.6,3
5.98,3.17,9.12,5.2,32.6,64.7,3
5.9,3.14,9.01,5.17,32.5,62.4,3
5.9,3.16,9.15,5.33,32.5,64.9,3
5.93,3.16,8.3,5.11,32.5,66,3
5.9,3.16,8.63,4.51,32.5,66.1,3
5.9,3.14,8.53,4.59,32.5,64,3
5.98,3.17,8.3,4.49,32.5,62.2,3
5.9,3.17,8.33,4.93,32.5,63.4,3
5.93,3.16,8.7,4.57,32.5,65,3
5.95,3.19,8.7,4.57,32.5,65.2,3
5.98,3.19,9.19,4.53,32.5,63.5,3
5.98,3.19,8.5,4.45,32.4,63.2,3
6,3.17,8.56,4.95,32.4,62.8,3
5.93,3.19,8.5,4.45,32.4,63.3,3
5.88,3.16,8.5,5.15,32.5,65.2,3
5.93,2.23,8.56,4.91,32.4,65.2,3
5.95,3.19,8.37,5.54,32.4,63.8,3
5.95,3.16,8.67,5.2,32.5,63.6,3
5.9,3.16,8.46,4.98,32.4,64.1,3
5.98,3.19,8.7,5.15,32.4,64.2,3
5.9,3.17,8.7,5.17,32.4,64.1,3
5.95,3.21,8.67,5.22,32.4,63.8,3
5.95,3.19,8.63,5.13,32.4,62.8,3
6.03,3.19,8.91,5.24,32.4,63.6,3
5.95,3.17,7.01,5.22,32.4,62.8,3
5.85,3.17,7.35,5.17,32.4,63.5,3
5.35,3.35,7.74,5.17,32.4,64.3,3
5.78,3.17,7.98,5.17,32.3,63.8,3
5.76,3.19,8.4,5.33,32.4,64.3,3
5.76,3.21,8.3,5.13,32.4,64.3,3
5.71,3.19,7.68,5.13,32.3,63.5,3
5.71,3.17,7.92,5.22,32.4,65.2,3
5.66,3.17,7.83,5.11,32.3,66.1,3
5.49,3.14,8.01,5.02,32.3,66.1,3
5.54,3.16,7.92,5.31,32.3,67.8,3
5.52,3.12,8.14,5.22,32.3,65.6,3
5.64,3.16,8.05,5.27,32.3,63.9,3
5.56,3.16,7.95,5.24,32.3,64.3,3
5.56,3.16,7.98,4.15,32.3,64.3,3
5.68,3.16,7.98,5,32.3,63.8,3
5.64,3.16,8.24,4.98,32.4,64,3
5.66,3.17,8.05,5.04,32.3,65,3
5.66,3.14,8.11,4.11,32.3,66.2,3
5.64,3.14,8.11,5.24,32.3,64.1,3
5.66,3.17,8.3,4.17,32.3,63.9,3
5.76,3.16,8.4,5.06,32.3,62.3,3
5.78,3.16,8.43,4.15,32.3,61.6,3
5.85,3.16,8.56,4.31,32.3,62.4,3
5.85,3.17,8.37,4.09,32.3,62.6,3
5.85,3.17,8.67,4.11,32.3,62.1,3
5.85,3.16,8.46,4.21,32.3,63,3
5.9,3.19,8.6,4.19,32.3,62,3
5.85,3.16,8.11,4.15,32.2,62.8,3
5.83,3.16,8.6,5.02,32.2,61.9,3
5.95,3.17,8.37,4.11,32.2,62.7,3
5.93,3.16,8.01,4.19,32.2,59.8,3
5.95,3.17,7.77,5.06,32.2,60,3
5.98,2.86,8.33,5.2,32.2,61.9,3
5.85,3.19,8.27,3.94,32.2,61.7,3
5.83,3.19,7.89,5.02,32.2,64.8,3
5.8,3.19,7.56,4.07,32.2,65.1,3
5.71,3.16,8.24,4.01,32.2,63.4,3
5.76,3.14,8.46,3.99,32.2,62.6,3
5.8,3.16,8.3,4.03,32.2,63.5,3
5.8,3.16,8.17,3.99,32.1,62.3,3
5.93,3.17,8.43,4.03,32.2,60.6,3
5.88,3.21,8.24,3.97,32.2,61.3,3
5.8,3.21,8.17,5.13,32.2,63.8,3
5.68,3.19,7.83,5.11,32.2,65.1,3
5.61,3.14,8.05,4.29,32.2,64.3,3
5.68,3.17,7.95,4.31,32.2,63.3,3
5.76,3.16,7.98,4.29,32.1,62.5,3
5.66,3.16,8.14,4.91,32.2,64.4,3
5.61,3.14,8.53,4.09,32.2,65.7,3
5.66,3.16,8.01,5.09,32.1,65.4,3
5.64,3.14,8.37,5.24,32.1,63.1,3
5.73,3.16,8.2,5.09,32.1,61.8,3
5.73,3.17,8.24,3.99,32.2,62.5,3
5.76,3.19,8.3,5.04,32.2,62.9,3
5.59,3.16,8.24,5.04,32.1,62.9,3
5.73,3.21,8.46,4.78,32.2,64.2,3
5.73,3.21,8.43,4.72,32.1,63.6,3
5.76,3.21,8.87,4.95,32.2,63.7,3
5.78,3.19,8.73,5.02,32.1,63.3,3
5.8,3.19,8.37,4.05,32.1,62.1,3
5.85,3.22,8.63,3.88,32.1,63.3,3
5.85,3.21,8.53,3.97,32.1,62,3
5.88,3.21,8.77,3.86,32.1,61.6,3
5.88,2.38,8.5,4.01,32.1,62.5,3
5.88,3.12,9.15,3.99,32.1,62.1,3
5.8,3.16,8.17,4.03,32.1,64.6,3
5.76,3.16,8.84,4.05,32.1,63.1,3
5.71,3.16,7.89,3.96,32.1,63.5,3
5.59,3.14,7.77,4.01,32.1,65.3,3
5.52,3.14,7.44,4.03,32.1,65.1,3
5.54,3.14,7.38,4.05,32.1,65.6,3
5.42,3.11,7.68,3.97,32.1,65.1,3
5.4,3.11,7.86,3.99,32.1,65.2,3
5.47,3.11,7.8,3.99,32.1,64.2,3
5.47,3.11,8.01,3.96,32.1,62.5,3
5.59,3.12,7.86,3.99,32.1,62.1,3
5.64,3.16,7.74,4.01,32.1,63.6,3
5.54,3.14,8.05,4.05,32.1,63.4,3
5.59,3.16,7.71,3.9,32.1,64.1,3
5.49,3.11,7.71,3.96,32.1,65.3,3
5.54,3.12,7.44,3.9,32,63.9,3
5.42,3.11,7.44,3.94,32.1,64.1,3
5.49,3.11,7.5,4.03,32.1,64.1,3
5.42,3.11,7.41,3.97,32,63.7,3
5.38,3.09,7.53,3.88,32.1,64.8,3
5.47,3.14,7.89,3.86,32,65.8,3
5.42,3.11,7.74,3.92,32.1,64.1,3
5.54,3.14,8.01,3.97,32.1,64.6,3
5.49,3.14,7.83,4.05,32.1,64.8,3
5.47,3.16,8.01,3.92,32,65.3,3
5.52,3.17,7.89,3.94,32,65.1,3
5.54,3.16,7.95,4.03,32,66,3
5.56,3.14,8.33,3.9,32,63.9,3
5.64,3.17,8.24,3.97,32,63.4,3
5.59,3.16,8.08,3.92,32.1,63.2,3
5.61,3.14,7.86,4.03,32,64.1,3
5.54,3.12,7.98,3.99,32,64,3
5.49,3.12,7.21,4.07,32,64.1,3
5.49,3.12,7.15,4.09,32,64,3
5.47,3.14,7.24,4.07,32,64,3
5.42,3.12,7.32,4.03,32,63.5,3
5.49,3.14,7.5,4.01,32,64,3
5.61,3.16,7.89,4.03,32,62,3
5.52,3.11,7.77,4.15,32,63,3
5.61,3.14,7.95,3.96,32,62.6,3
5.68,3.16,7.98,4.03,32,63.5,3
5.66,3.19,8.11,4.01,32,64.1,3
5.71,3.17,7.92,4.01,32,63.4,3
5.68,3.19,7.98,4.13,32,62.1,3
5.71,3.16,7.35,3.96,32,62.2,3
5.68,3.7,7.86,4.07,31.9,61.9,3
5.8,3.19,7.83,4.23,32,61.2,3
5.73,3.16,8.3,4.13,31.9,60.4,3
5.66,3.14,7.92,4.07,31.9,62.2,3
5.64,3.16,7.95,4.21,31.9,62.5,3
5.52,3.11,7.86,4.03,31.9,64.2,3
5.59,3.12,7.92,4.13,31.9,64.9,3
